# 特征一,特征二,特征三,原标签,分类结果
24489.000000, 4.258644, 0.206892, 1, 2
16871.000000, 6.799831, 1.221171, 2, 2
39776.000000, 8.752758, 0.484418, 3, 3
5901.000000, 1.123033, 1.180352, 2, 2
40987.000000, 10.833248, 1.585426, 3, 3
7479.000000, 3.051618, 0.026781, 2, 2
38768.000000, 5.308409, 0.030683, 3, 3
4933.000000, 1.841792, 0.028099, 2, 2
32311.000000, 2.261978, 1.605603, 1, 1
26501.000000, 11.573696, 1.061347, 3, 3
37433.000000, 8.038764, 1.083910, 3, 3
23503.000000, 10.734007, 0.103715, 3, 3
68607.000000, 9.661909, 0.350772, 1, 1
27742.000000, 9.005850, 0.548737, 3, 3
11303.000000, 0.000000, 0.539131, 2, 2
0.000000, 5.757140, 1.062373, 2, 2
32729.000000, 9.164656, 1.624565, 3, 3
24619.000000, 1.318340, 1.436243, 1, 1
42414.000000, 14.075597, 0.695934, 3, 3
20210.000000, 10.107550, 1.308398, 3, 3
33225.000000, 7.960293, 1.219760, 3, 3
54483.000000, 6.317292, 0.018209, 1, 1
18475.000000, 12.664194, 0.595653, 3, 3
33926.000000, 2.906644, 0.581657, 1, 1
43865.000000, 2.388241, 0.913938, 1, 1
26547.000000, 6.024471, 0.486215, 3, 3
44404.000000, 7.226764, 1.255329, 3, 3
16674.000000, 4.183997, 1.275290, 2, 2
8123.000000, 11.850211, 1.096981, 3, 3
42747.000000, 11.661797, 1.167935, 3, 3
56054.000000, 3.574967, 0.494666, 1, 1
10933.000000, 0.000000, 0.107475, 2, 2
18121.000000, 7.937657, 0.904799, 3, 3
11272.000000, 3.365027, 1.014085, 2, 2
16297.000000, 0.000000, 0.367491, 2, 2
28168.000000, 13.860672, 1.293270, 3, 3
40963.000000, 10.306714, 1.211594, 3, 3
31685.000000, 7.228002, 0.670670, 3, 3
55164.000000, 4.508740, 1.036192, 1, 1
17595.000000, 0.366328, 0.163652, 2, 2
1862.000000, 3.299444, 0.575152, 2, 2
57087.000000, 0.573287, 0.607915, 1, 1
63082.000000, 9.183738, 0.012280, 1, 1
51213.000000, 7.842646, 1.060636, 3, 3
6487.000000, 4.750964, 0.558240, 2, 2
4805.000000, 11.438702, 1.556334, 3, 3
30302.000000, 8.243063, 1.122768, 3, 3
68680.000000, 7.949017, 0.271865, 1, 1
17591.000000, 7.875477, 0.227085, 2, 3
74391.000000, 9.569087, 0.364856, 1, 1
37217.000000, 7.750103, 0.869094, 3, 3
42814.000000, 0.000000, 1.515293, 1, 1
14738.000000, 3.396030, 0.633977, 2, 2
19896.000000, 11.916091, 0.025294, 3, 3
14673.000000, 0.460758, 0.689586, 2, 2
32011.000000, 13.087566, 0.476002, 3, 3
58736.000000, 4.589016, 1.672600, 1, 1
54744.000000, 8.397217, 1.534103, 1, 3
29482.000000, 5.562772, 1.689388, 1, 3
27698.000000, 10.905159, 0.619091, 3, 3
11443.000000, 1.311441, 1.169887, 2, 2
56117.000000, 10.647170, 0.980141, 3, 3
39514.000000, 0.000000, 0.481918, 1, 1
26627.000000, 8.503025, 0.830861, 3, 3
16525.000000, 0.436880, 1.395314, 2, 2
24368.000000, 6.127867, 1.102179, 1, 3
22160.000000, 12.112492, 0.359680, 3, 3
6030.000000, 1.264968, 1.141582, 2, 2
6468.000000, 6.067568, 1.327047, 2, 2
22945.000000, 8.010964, 1.681648, 3, 3
18520.000000, 3.791084, 0.304072, 2, 2
34914.000000, 11.773195, 1.262621, 3, 3
6121.000000, 8.339588, 1.443357, 2, 2
38063.000000, 2.563092, 1.464013, 1, 1
23410.000000, 5.954216, 0.953782, 1, 2
35073.000000, 9.288374, 0.767318, 3, 3
52914.000000, 3.976796, 1.043109, 1, 1
16801.000000, 8.585227, 1.455708, 3, 3
9533.000000, 1.271946, 0.796506, 2, 2
16721.000000, 0.000000, 0.242778, 2, 2
5832.000000, 0.000000, 0.089749, 2, 2
44591.000000, 11.521298, 0.300860, 3, 3
10143.000000, 1.139447, 0.415373, 2, 2
21609.000000, 5.699090, 1.391892, 2, 2
23817.000000, 2.449378, 1.322560, 1, 1
15640.000000, 0.000000, 1.228380, 2, 2
8847.000000, 3.168365, 0.053993, 2, 2
50939.000000, 10.428610, 1.126257, 3, 3
28521.000000, 2.943070, 1.446816, 1, 1
32901.000000, 10.441348, 0.975283, 3, 3
42850.000000, 12.478764, 1.628726, 3, 3
13499.000000, 5.856902, 0.363883, 2, 2
40345.000000, 2.476420, 0.096075, 1, 1
43547.000000, 1.826637, 0.811457, 1, 1
70758.000000, 4.324451, 0.328235, 1, 1
19780.000000, 1.376085, 1.178359, 2, 2
44484.000000, 5.342462, 0.394527, 1, 1
54462.000000, 11.835521, 0.693301, 3, 3
20085.000000, 12.423687, 1.424264, 3, 3
42291.000000, 12.161273, 0.071131, 3, 3
47550.000000, 8.148360, 1.649194, 3, 3
11938.000000, 1.531067, 1.549756, 2, 2
40699.000000, 3.200912, 0.309679, 1, 1
70908.000000, 8.862691, 0.530506, 1, 1
73989.000000, 6.370551, 0.369350, 1, 1
11872.000000, 2.468841, 0.145060, 2, 2
48463.000000, 11.054212, 0.141508, 3, 3
15987.000000, 2.037080, 0.715243, 2, 2
70036.000000, 13.364030, 0.549972, 1, 1
32967.000000, 10.249135, 0.192735, 3, 3
63249.000000, 10.464252, 1.669767, 1, 1
42795.000000, 9.424574, 0.013725, 3, 3
14459.000000, 4.458902, 0.268444, 2, 2
19973.000000, 0.000000, 0.575976, 2, 2
5494.000000, 9.686082, 1.029808, 3, 3
67902.000000, 13.649402, 1.052618, 1, 1
25621.000000, 13.181148, 0.273014, 3, 3
27545.000000, 3.877472, 0.401600, 1, 3
58656.000000, 1.413952, 0.451380, 1, 1
7327.000000, 4.248986, 1.430249, 2, 2
64555.000000, 8.779183, 0.845947, 1, 1
8998.000000, 4.156252, 0.097109, 2, 2
11752.000000, 5.580018, 0.158401, 2, 2
76319.000000, 15.040440, 1.366898, 1, 1
27665.000000, 12.793870, 1.307323, 3, 3
67417.000000, 3.254877, 0.669546, 1, 1
21808.000000, 10.725607, 0.588588, 3, 3
15326.000000, 8.256473, 0.765891, 2, 2
20057.000000, 8.033892, 1.618562, 3, 3
79341.000000, 10.702532, 0.204792, 1, 1
15636.000000, 5.062996, 1.132555, 2, 2
35602.000000, 10.772286, 0.668721, 3, 3
28544.000000, 1.892354, 0.837028, 1, 1
57663.000000, 1.019966, 0.372320, 1, 1
78727.000000, 15.546043, 0.729742, 1, 1
68255.000000, 11.638205, 0.409125, 1, 1
14964.000000, 3.427886, 0.975616, 2, 2
21835.000000, 11.246174, 1.475586, 3, 3
7487.000000, 0.000000, 0.645045, 2, 2
8700.000000, 0.000000, 1.424017, 2, 2
26226.000000, 8.242553, 0.279069, 3, 3
65899.000000, 8.700060, 0.101807, 1, 1
6543.000000, 0.812344, 0.260334, 2, 2
46556.000000, 2.448235, 1.176829, 1, 1
71038.000000, 13.230078, 0.616147, 1, 1
47657.000000, 0.236133, 0.340840, 1, 1
19600.000000, 11.155826, 0.335131, 3, 3
37422.000000, 11.029636, 0.505769, 3, 3
1363.000000, 2.901181, 1.646633, 2, 2
26535.000000, 3.924594, 1.143120, 1, 3
47707.000000, 2.524806, 1.292848, 1, 1
38055.000000, 3.527474, 1.449158, 1, 1
6286.000000, 3.384281, 0.889268, 2, 2
10747.000000, 0.000000, 1.107592, 2, 2
44883.000000, 11.898890, 0.406441, 3, 3
56823.000000, 3.529892, 1.375844, 1, 1
68086.000000, 11.442677, 0.696919, 1, 1
70242.000000, 10.308145, 0.422722, 1, 1
11409.000000, 8.540529, 0.727373, 2, 2
67671.000000, 7.156949, 1.691682, 1, 1
61238.000000, 0.720675, 0.847574, 1, 1
17774.000000, 0.229405, 1.038603, 2, 2
53376.000000, 3.399331, 0.077501, 1, 1
30930.000000, 6.157239, 0.580133, 1, 3
28987.000000, 1.239698, 0.719989, 1, 1
13655.000000, 6.036854, 0.016548, 2, 2
7227.000000, 5.258665, 0.933722, 2, 2
40409.000000, 12.393001, 1.571281, 3, 3
13605.000000, 9.627613, 0.935842, 2, 3
26400.000000, 11.130453, 0.597610, 3, 3
13491.000000, 8.842595, 0.349768, 3, 3
30232.000000, 10.690010, 1.456595, 3, 3
43253.000000, 5.714718, 1.674780, 3, 3
55536.000000, 3.052505, 1.335804, 1, 1
8807.000000, 0.000000, 0.059025, 2, 2
25783.000000, 9.945307, 1.287952, 3, 3
22812.000000, 2.719723, 1.142148, 1, 1
77826.000000, 11.154055, 1.608486, 1, 1
38172.000000, 2.687918, 0.660836, 1, 1
31676.000000, 10.037847, 0.962245, 3, 3
74038.000000, 12.404762, 1.112080, 1, 1
44738.000000, 10.237305, 0.633422, 3, 3
17410.000000, 4.745392, 0.662520, 2, 2
5688.000000, 4.639461, 1.569431, 2, 2
36642.000000, 3.149310, 0.639669, 1, 1
29956.000000, 13.406875, 1.639194, 3, 3
60350.000000, 6.068668, 0.881241, 1, 1
23758.000000, 9.477022, 0.899002, 3, 3
25780.000000, 3.897620, 0.560201, 2, 2
11342.000000, 5.463615, 1.203677, 2, 2
36109.000000, 3.369267, 1.575043, 1, 1
14292.000000, 5.234562, 0.825954, 2, 2
11160.000000, 0.000000, 0.722170, 2, 2
23762.000000, 12.979069, 0.504068, 3, 3
39567.000000, 5.376564, 0.557476, 1, 3
25647.000000, 13.527910, 1.586732, 3, 3
14814.000000, 2.196889, 0.784587, 2, 2
73590.000000, 10.691748, 0.007509, 1, 1
35187.000000, 1.659242, 0.447066, 1, 1
49459.000000, 8.369667, 0.656697, 3, 3
31657.000000, 13.157197, 0.143248, 3, 3
6259.000000, 8.199667, 0.908508, 2, 2
33101.000000, 4.441669, 0.439381, 3, 3
27107.000000, 9.846492, 0.644523, 3, 3
17824.000000, 0.019540, 0.977949, 2, 2
43536.000000, 8.253774, 0.748700, 3, 3
67705.000000, 6.038620, 1.509646, 1, 1
35283.000000, 6.091587, 1.694641, 3, 3
71308.000000, 8.986820, 1.225165, 1, 1
31054.000000, 11.508473, 1.624296, 3, 3
52387.000000, 8.807734, 0.713922, 3, 3
40328.000000, 0.000000, 0.816676, 1, 1
34844.000000, 8.889202, 1.665414, 3, 3
11607.000000, 3.178117, 0.542752, 2, 2
64306.000000, 7.013795, 0.139909, 1, 1
32721.000000, 9.605014, 0.065254, 3, 3
33170.000000, 1.230540, 1.331674, 1, 1
37192.000000, 10.412811, 0.890803, 3, 3
13089.000000, 0.000000, 0.567161, 2, 2
66491.000000, 9.699991, 0.122011, 1, 1
15941.000000, 0.000000, 0.061191, 2, 2
4272.000000, 4.455293, 0.272135, 2, 2
48812.000000, 3.020977, 1.502803, 1, 1
28818.000000, 8.099278, 0.216317, 3, 3
35394.000000, 1.157764, 1.603217, 1, 1
71791.000000, 10.105396, 0.121067, 1, 1
40668.000000, 11.230148, 0.408603, 3, 3
39580.000000, 9.070058, 0.011379, 3, 3
11786.000000, 0.566460, 0.478837, 2, 2
19251.000000, 0.000000, 0.487300, 2, 2
56594.000000, 8.956369, 1.193484, 3, 3
54495.000000, 1.523057, 0.620528, 1, 1
11844.000000, 2.749006, 0.169855, 2, 2
45465.000000, 9.235393, 0.188350, 3, 3
31033.000000, 10.555573, 0.403927, 3, 3
16633.000000, 6.956372, 1.519308, 2, 3
13887.000000, 0.636281, 1.273984, 2, 2
52603.000000, 3.574737, 0.075163, 1, 1
72000.000000, 9.032486, 1.461809, 1, 1
68497.000000, 5.958993, 0.023012, 1, 1
35135.000000, 2.435300, 1.211744, 1, 1
26397.000000, 10.539731, 1.638248, 3, 3
7313.000000, 7.646702, 0.056513, 2, 2
91273.000000, 20.919349, 0.644571, 1, 1
24743.000000, 1.424726, 0.838447, 1, 1
31690.000000, 6.748663, 0.890223, 3, 3
15432.000000, 2.289167, 0.114881, 2, 2
58394.000000, 5.548377, 0.402238, 1, 3
33962.000000, 6.057227, 0.432666, 1, 3
31442.000000, 10.828595, 0.559955, 3, 3
31044.000000, 11.318160, 0.271094, 3, 3
29938.000000, 13.265311, 0.633903, 3, 3
9875.000000, 0.000000, 1.496715, 2, 2
51542.000000, 6.517133, 0.402519, 3, 3
11878.000000, 4.934374, 1.520028, 2, 2
69241.000000, 10.151738, 0.896433, 1, 1
37776.000000, 2.425781, 1.559467, 1, 1
68997.000000, 9.778962, 1.195498, 1, 1
67416.000000, 12.219950, 0.657677, 1, 1
59225.000000, 7.394151, 0.954434, 1, 3
29138.000000, 8.518535, 0.742546, 3, 3
5962.000000, 2.798700, 0.662632, 2, 2
10847.000000, 0.637930, 0.617373, 2, 2
70527.000000, 10.750490, 0.097415, 1, 1
9610.000000, 0.625382, 0.140969, 2, 2
64734.000000, 10.027968, 0.282787, 1, 1
25941.000000, 9.817347, 0.364197, 3, 3
2763.000000, 0.646828, 1.266069, 2, 2
55601.000000, 3.347111, 0.914294, 1, 1
31128.000000, 11.816892, 0.193798, 3, 3
5181.000000, 0.000000, 1.480198, 2, 2
69982.000000, 10.945666, 0.993219, 1, 1
52440.000000, 10.244706, 0.280539, 3, 3
57350.000000, 2.579801, 1.149172, 1, 1
57869.000000, 2.630410, 0.098869, 1, 1
56557.000000, 11.746200, 1.695517, 3, 3
42342.000000, 8.104232, 1.326277, 3, 3
15560.000000, 12.409743, 0.790295, 3, 3
34826.000000, 12.167844, 1.328086, 3, 3
8569.000000, 3.198408, 0.299287, 2, 2
77623.000000, 16.055513, 0.541052, 1, 1
78184.000000, 7.138659, 0.158481, 1, 1
7036.000000, 4.831041, 0.761419, 2, 2
69616.000000, 10.082890, 1.373611, 1, 1
21546.000000, 10.066867, 0.788470, 3, 3
36715.000000, 8.129538, 0.329913, 3, 3
20522.000000, 3.012463, 1.138108, 2, 2
42349.000000, 3.720391, 0.845974, 1, 1
9037.000000, 0.773493, 1.148256, 2, 2
26728.000000, 10.962941, 1.037324, 3, 3
587.000000, 0.177621, 0.162614, 2, 2
48915.000000, 3.085853, 0.967899, 1, 1
9824.000000, 8.426781, 0.202558, 2, 2
4135.000000, 1.825927, 1.128347, 2, 2
9666.000000, 2.185155, 1.010173, 2, 2
59333.000000, 7.184595, 1.261338, 1, 1
36198.000000, 0.000000, 0.116525, 1, 1
34909.000000, 8.901752, 1.033527, 3, 3
47516.000000, 2.451497, 1.358795, 1, 1
55807.000000, 3.213631, 0.432044, 1, 1
14036.000000, 3.974739, 0.723929, 2, 2
42856.000000, 9.601306, 0.619232, 3, 3
64007.000000, 8.363897, 0.445341, 1, 1
59428.000000, 6.381484, 1.365019, 1, 1
13730.000000, 0.000000, 1.403914, 2, 2
41740.000000, 9.609836, 1.438105, 3, 3
63546.000000, 9.904741, 0.985862, 1, 1
30417.000000, 7.185807, 1.489102, 3, 3
69636.000000, 5.466703, 1.216571, 1, 1
64660.000000, 0.000000, 0.915898, 1, 1
14883.000000, 4.575443, 0.535671, 2, 2
7965.000000, 3.277076, 1.010868, 2, 2
68620.000000, 10.246623, 1.239634, 1, 1
8738.000000, 2.341735, 1.060235, 2, 2
7544.000000, 3.201046, 0.498843, 2, 2
6377.000000, 6.066013, 0.120927, 2, 2
36842.000000, 8.829379, 0.895657, 3, 3
81046.000000, 15.833048, 1.568245, 1, 1
67736.000000, 13.516711, 1.220153, 1, 1
32492.000000, 0.664284, 1.116755, 1, 1
39299.000000, 6.325139, 0.605109, 3, 3
77289.000000, 8.677499, 0.344373, 1, 1
33835.000000, 8.188005, 0.964896, 3, 3
71890.000000, 9.414263, 0.384030, 1, 1
32054.000000, 9.196547, 1.138253, 3, 3
38579.000000, 10.202968, 0.452363, 3, 3
55984.000000, 2.119439, 1.481661, 1, 1
72694.000000, 13.635078, 0.858314, 1, 1
42299.000000, 0.083443, 0.701669, 1, 1
26635.000000, 9.149096, 1.051446, 3, 3
8579.000000, 1.933803, 1.374388, 2, 2
37302.000000, 14.115544, 0.676198, 3, 3
22878.000000, 8.933736, 0.943352, 3, 3
4364.000000, 2.661254, 0.946117, 2, 2
4985.000000, 0.988432, 1.305027, 2, 2
37068.000000, 2.063741, 1.125946, 1, 1
41137.000000, 2.220590, 0.690754, 1, 1
67759.000000, 6.424849, 0.806641, 1, 1
11831.000000, 1.156153, 1.613674, 2, 2
34502.000000, 3.032720, 0.601847, 1, 1
4088.000000, 3.076828, 0.952089, 2, 2
15199.000000, 0.000000, 0.318105, 2, 2
17309.000000, 7.750480, 0.554015, 3, 3
42816.000000, 10.958135, 1.482500, 3, 3
43751.000000, 10.222018, 0.488678, 3, 3
58335.000000, 2.367988, 0.435741, 1, 1
75039.000000, 7.686054, 1.381455, 1, 1
42878.000000, 11.464879, 1.481589, 3, 3
42770.000000, 11.075735, 0.089726, 3, 3
8848.000000, 3.543989, 0.345853, 2, 2
31340.000000, 8.123889, 1.282880, 3, 3
41413.000000, 4.331769, 0.754467, 3, 3
12731.000000, 0.120865, 1.211961, 2, 2
22447.000000, 6.116109, 0.701523, 3, 3
33564.000000, 7.474534, 0.505790, 3, 3
48907.000000, 8.819454, 0.649292, 3, 3
8762.000000, 6.802144, 0.615284, 2, 2
46696.000000, 12.666325, 0.931960, 3, 3
36851.000000, 8.636180, 0.399333, 3, 3
67639.000000, 11.730991, 1.289833, 1, 1
171.000000, 8.132449, 0.039062, 2, 2
26674.000000, 10.296589, 1.496144, 3, 3
8739.000000, 7.583906, 1.005764, 2, 2
66668.000000, 9.777806, 0.496377, 1, 1
68732.000000, 8.833546, 0.513876, 1, 1
69995.000000, 4.907899, 1.518036, 1, 1
82008.000000, 8.362736, 1.285939, 1, 1
25054.000000, 9.084726, 1.606312, 3, 3
33085.000000, 14.164141, 0.560970, 3, 3
41379.000000, 9.080683, 0.989920, 3, 3
39417.000000, 6.522767, 0.038548, 3, 3
12556.000000, 3.690342, 0.462281, 2, 2
39432.000000, 3.563706, 0.242019, 1, 1
38010.000000, 1.065870, 1.141569, 1, 1
69306.000000, 6.683796, 1.456317, 1, 1
38000.000000, 1.712874, 0.243945, 1, 1
46321.000000, 13.109929, 1.280111, 3, 3
66293.000000, 11.327910, 0.780977, 1, 1
22730.000000, 4.545711, 1.233254, 1, 2
5952.000000, 3.367889, 0.468104, 2, 2
72308.000000, 8.326224, 0.567347, 1, 1
60338.000000, 8.978339, 1.442034, 1, 1
13301.000000, 5.655826, 1.582159, 2, 2
27884.000000, 8.855312, 0.570684, 3, 3
11188.000000, 6.649568, 0.544233, 2, 2
56796.000000, 3.966325, 0.850410, 1, 1
8571.000000, 1.924045, 1.664782, 2, 2
4914.000000, 6.004812, 0.280369, 2, 2
10784.000000, 0.000000, 0.375849, 2, 2
39296.000000, 9.923018, 0.092192, 3, 3
13113.000000, 2.389084, 0.119284, 2, 2
70204.000000, 13.663189, 0.133251, 1, 1
46813.000000, 11.434976, 0.321216, 3, 3
11697.000000, 0.358270, 1.292858, 2, 2
44183.000000, 9.598873, 0.223524, 3, 3
2225.000000, 6.375275, 0.608040, 2, 2
29066.000000, 11.580532, 0.458401, 3, 3
4245.000000, 5.319324, 1.598070, 2, 2
34379.000000, 4.324031, 1.603481, 1, 1
44441.000000, 2.358370, 1.273204, 1, 1
2022.000000, 0.000000, 1.182708, 2, 2
26866.000000, 12.824376, 0.890411, 3, 3
57070.000000, 1.587247, 1.456982, 1, 1
32932.000000, 8.510324, 1.520683, 3, 3
51967.000000, 10.428884, 1.187734, 3, 3
44432.000000, 8.346618, 0.042318, 3, 3
67066.000000, 7.541444, 0.809226, 1, 1
17262.000000, 2.540946, 1.583286, 2, 2
79728.000000, 9.473047, 0.692513, 1, 1
14259.000000, 0.352284, 0.474080, 2, 2
6122.000000, 0.000000, 0.589826, 2, 2
76879.000000, 12.405171, 0.567201, 1, 1
11426.000000, 4.126775, 0.871452, 2, 2
2493.000000, 0.034087, 0.335848, 2, 2
19910.000000, 1.177634, 0.075106, 2, 2
10939.000000, 0.000000, 0.479996, 2, 2
17716.000000, 0.994909, 0.611135, 2, 2
31390.000000, 11.053664, 1.180117, 3, 3
20375.000000, 0.000000, 1.679729, 2, 2
26309.000000, 2.495011, 1.459589, 1, 1
33484.000000, 11.516831, 0.001156, 3, 3
45944.000000, 9.213215, 0.797743, 3, 3
4249.000000, 5.332865, 0.109288, 2, 2
6089.000000, 0.000000, 1.689771, 2, 2
7513.000000, 0.000000, 1.126053, 2, 2
27862.000000, 12.640062, 1.690903, 3, 3
39038.000000, 2.693142, 1.317518, 1, 1
19218.000000, 3.328969, 0.268271, 2, 2
62911.000000, 7.193166, 1.117456, 1, 1
77758.000000, 6.615512, 1.521012, 1, 1
27940.000000, 8.000567, 0.835341, 3, 3
2194.000000, 4.017541, 0.512104, 2, 2
37072.000000, 13.245859, 0.927465, 3, 3
15585.000000, 5.970616, 0.813624, 2, 2
25577.000000, 11.668719, 0.886902, 3, 3
8777.000000, 4.283237, 1.272728, 2, 2
29016.000000, 10.742963, 0.971401, 3, 3
21910.000000, 12.326672, 1.592608, 3, 3
12916.000000, 0.000000, 0.344622, 2, 2
10976.000000, 0.000000, 0.922846, 2, 2
79065.000000, 10.602095, 0.573686, 1, 1
36759.000000, 10.861859, 1.155054, 3, 3
50011.000000, 1.229094, 1.638690, 1, 1
1155.000000, 0.410392, 1.313401, 2, 2
71600.000000, 14.552711, 0.616162, 1, 1
30817.000000, 14.178043, 0.616313, 3, 3
54559.000000, 14.136260, 0.362388, 1, 3
29764.000000, 0.093534, 1.207194, 1, 1
69100.000000, 10.929021, 0.403110, 1, 1
47324.000000, 11.432919, 0.825959, 3, 3
73199.000000, 9.134527, 0.586846, 1, 1
44461.000000, 5.071432, 1.421420, 1, 1
45617.000000, 11.460254, 1.541749, 3, 3
28221.000000, 11.620039, 1.103553, 3, 3
7091.000000, 4.022079, 0.207307, 2, 2
6110.000000, 3.057842, 1.631262, 2, 2
79016.000000, 7.782169, 0.404385, 1, 1
18289.000000, 7.981741, 0.929789, 3, 3
43679.000000, 4.601363, 0.268326, 1, 1
22075.000000, 2.595564, 1.115375, 1, 1
23535.000000, 10.049077, 0.391045, 3, 3
25301.000000, 3.265444, 1.572970, 2, 2
32256.000000, 11.780282, 1.511014, 3, 3
36951.000000, 3.075975, 0.286284, 1, 1
